ID	Easting	Northing	Habitat	Daily_movement_rate(km/day)	Turning_angle	dist_water	dist_swamp	dist_otw	dist_openfor	dist_ntw	dist_mixfor	dist_devel	dist_ddf	dist_conifer	dist_alvar
elk-115	777043	4993948	16	1.56	2.47	213.6	37456.54	1852.36	176.78	12538.07	0	15728.72	251.25	75	66309.58
elk-115	776766	4992417	17	2.95	2.99	195.26	35951.25	336.34	469.71	11307.66	0	14455.54	176.78	225	64778.47
elk-115	776833	4994890.5	16	0.65	-0.64	794.51	38428.94	2040.83	111.8	13505.6	0	15739	35.36	471.7	67265.98
elk-115	776523	4995333	16	0.08	-1.45	800.39	38875.97	2112.02	235.85	14022.15	0	15245.84	200	548.29	67689.23
elk-115	776456	4995297.5	16	0.66	-1.83	735.27	38850.52	2191.03	313.25	14024.55	0	15201.67	175	618.97	67657.74
elk-115	776902	4994814	13	2.84	0.65	853.3	38330.1	2031.78	134.63	13386.3	55.9	15859.8	0	371.65	67173.45
elk-115	777179	4991985	16	0.62	3.12	592.66	35506.42	612.88	522.02	10742.44	0	14114.2	125	715.89	64366.48
elk-115	777105	4992600.5	16	0.54	-2.88	309.23	36130.85	715.02	79.06	11325.25	0	14710.99	25	125	64985.98
elk-115	777028	4992069.5	13	3.21	2.84	583.63	35604.25	475.66	485.41	10885.11	25	14177.89	0	575.54	64453.74
elk-115	776527	4995235.5	18	0.03	1.16	725	38775.98	2142.57	301.04	13928.23	0	15306.88	100	577.17	67589.62
elk-115	776565	4995259.5	18	15.98	-2.31	777.82	38801.36	2087.16	247.49	13934.58	0	15331.18	125	575.54	67618.95
elk-115	766301	4998105.5	13	0.11	-1.38	251.25	43293.45	1575.79	1098.29	12645.28	35.36	6130.1	0	125	71059.87
elk-115	766260	4998022	16	2.25	1.92	316.23	43230.15	1488.71	1011.5	12562.34	0	6183.55	25	182	70987.78
elk-115	764694	4999644	17	0.05	-0.46	125	45226.82	2632.61	200	14100.64	0	4147.36	247.49	538.52	72804.27
elk-115	764651	4999659.5	17	0.04	-1.68	100	45256.84	2659.53	175	14124.12	0	4118.94	282.84	553.4	72831.08
elk-115	764641	4999617.5	17	0	2.44	150	45213.83	2611.99	201.56	14072.76	0	4164.88	251.25	594.24	72783.11
elk-115	764639	4999621.5	17	0.44	-2.02	150	45213.83	2611.99	201.56	14072.76	0	4164.88	251.25	594.24	72783.11
elk-115	764372	4999275	17	0.17	-2.83	525.59	44967.21	2340.54	538.52	13734.1	0	4458.49	50	656.22	72482.43
elk-115	764511	4999371	17	0.22	-1.13	382.43	45029.35	2408.45	403.11	13840.27	0	4370.71	90.14	831.04	72570.27
elk-115	764469	4999629	16	0.09	-1.58	160.08	45278.34	2659.18	167.71	14088.87	0	4119.47	90.14	749.17	72821.46
elk-115	764396	4999616.5	16	0.17	-2.78	215.06	45295.75	2672.19	190.39	14085.74	0	4112.86	35.36	813.17	72827.34
elk-115	764564	4999584	17	1.29	2.08	175	45206.64	2595.43	201.56	14043.73	0	4180.01	175	673.15	72763.88
elk-115	763731	4998600.5	19	0.11	-1.1	675.46	44526.19	2001.41	35.36	13100.6	0	4563.24	437.32	141.42	71917.08
elk-115	763772	4998502.5	19	4.25	0.63	630.97	44423.11	1923.05	35.36	13000.38	0	4539.27	371.65	230.49	71815.23
elk-115	762768	4994377.5	1	1.96	-0.56	0	40921.94	715.89	1744.28	9083.54	25	3349.07	316.23	670.82	67943.45
elk-115	763383	4992511	17	3.88	1.53	527.38	38968.04	206.16	2392.96	7135.21	0	4976.51	336.34	581.49	66002.16
elk-115	759748	4991166	16	9.5	2.44	530.33	39291.74	275	250	7590.95	0	4814.63	200	195.26	65455.91
elk-115	764441	4999431.5	17	0.19	-2.21	325	45113.92	2490.98	340.04	13912.94	0	4291.42	25	816.24	72648.95
elk-115	764251	4999408.5	13	0.5	2.94	355.32	45136.6	2510.6	437.32	13880.76	25	4303.56	0	630.97	72640
elk-115	764722	4999565.5	17	1.81	1.08	201.56	45148.1	2556	275	14027.32	0	4225.3	180.28	548.86	72727.62
elk-115	766247	4998110	13	2.98	2.97	301.04	43303.58	1538.87	1061.25	12636.08	35.36	6112.95	0	175	71062.66
elk-115	764179	4999482	16	1	-1.71	250	45227.27	2603	416.08	13953.79	0	4226.18	70.71	618.97	72720.88
elk-115	763745	4998578	19	0.98	3.12	675.46	44526.19	2001.41	35.36	13100.6	0	4563.24	437.32	141.42	71917.08
elk-115	764152	4999469.5	16	1.92	2.93	230.49	45233.23	2610.08	430.12	13953.23	0	4225.67	90.14	601.04	72722.94
elk-115	763748	4997590	16	0.92	2.89	237.17	43572.48	1131.92	79.06	12101.27	0	4138.01	215.06	100	70925.78
elk-115	763709	4998508	19	0.03	1.72	626.5	44459.98	1923.05	35.36	13025.86	0	4506.18	360.56	176.78	71844.64
elk-115	763737	4998505	19	7.05	0.65	638.85	44453.63	1934.23	25	13025.6	0	4528.38	375	195.26	71842.38
elk-115	770538	4992019	13	4.65	1	125	36366.9	167.71	6543.13	8609.04	246.22	11407.37	0	279.51	64575.24
elk-115	769955	4988975.5	13	7.29	2.57	25	33530.44	807.77	7084.67	6105.84	134.63	10996.28	0	70.71	61583.12
elk-115	766289	4997970.5	17	3.87	-0.98	313.25	43176.11	1475.85	1000	12517.81	0	6239.04	70.71	180.28	70936.46
elk-115	763766	4998503.5	19	3.67	-1.36	630.97	44423.11	1923.05	35.36	13000.38	0	4539.27	371.65	230.49	71815.23
elk-115	762262	4995155	17	3.79	3.13	79.06	41821.79	845.95	1457.74	9948.52	0	2560.4	75	460.98	68790.48
elk-115	763765	4998633.5	19	7.9	1.23	625	44568.24	2057.3	25	13150.38	0	4608.96	403.11	125	71964.63
elk-115	772959	4997988	17	0.21	1.51	749.17	41853.98	575.54	925	14151.41	0	10811.34	125	691.47	70398.95
elk-115	772958	4997778.5	16	0.21	-3.12	657.65	41630.55	800	1150	14376.76	0	10925.03	70.71	831.04	70173.18
elk-115	772963	4997990	17	0.67	-2.16	749.17	41853.98	575.54	925	14151.41	0	10811.34	125	691.47	70398.95
elk-115	772494	4997692.5	16	2.09	-0.25	206.16	41606.32	961.77	1261.2	14340.59	0	10600.29	50	406.97	70107.98
elk-115	770814	4995925	13	3.25	2.95	309.23	40144.62	1985.1	3020.97	11960.82	79.06	10472.11	0	158.11	68450.77
elk-115	772564	4998667	14	0.71	2.16	103.08	42572	300	305.16	13461.24	50	10123.36	158.11	0	71086.41
elk-115	772899	4997906	16	0.47	2.02	650	41782.96	651.92	1001.25	14227.66	0	10795.2	176.78	691.47	70321.25
elk-115	772584	4997916.5	16	0.21	-1.07	406.97	41824.79	716.33	1019.8	14211.64	0	10540.43	55.9	443	70336
elk-115	772458	4997704.5	16	0.13	0.42	167.71	41634.42	964.69	1250	14331.19	0	10545.64	55.9	353.55	70131.45
elk-115	772368	4997641	19	1.03	0.8	55.9	41591.02	1060.95	1328.53	14231.94	0	10499.43	25	269.26	70078.55
elk-115	771189	4997859.5	16	1.45	-3.12	279.51	41981.54	1826.37	1075	13844.52	0	9432.56	195.26	230.49	70355.13
elk-115	772369	4997614	13	0.01	2.47	50	41566.07	1081.67	1352.08	14211.7	25	10515.29	0	279.51	70053.55
elk-115	772361	4997610	13	0.64	3.02	55.9	41541.13	1102.55	1375.68	14191.48	35.36	10531.17	0	291.55	70028.56
elk-115	772806	4997906.5	17	0.46	-2.84	581.49	41786.98	661.91	1007.78	14229.3	0	10735.02	176.78	645.17	70318.57
elk-115	772366	4997775	19	0.17	-1.41	167.71	41714.1	945.05	1202.6	14347.32	0	10440.22	25	275	70204.21
elk-115	772388	4997602.5	13	0.36	2.72	79.06	41539.48	1089.15	1367.71	14206.21	25	10550.47	0	313.25	70029.28
elk-115	772197	4997912	16	0.17	-1.78	226.38	41875.54	957.21	1144.83	14208.49	0	10209.86	141.42	70.71	70349.33
elk-115	772074	4997794.5	14	0.22	-1.79	145.77	41784.64	1117.2	1296.63	14216.03	25	10175.86	250	0	70246.18
elk-115	772257	4997672	16	1.43	-1.77	25	41622.69	1101.14	1342.8	14193.84	0	10406.31	90.14	167.71	70100.75
elk-115	772893	4999213	17	1.46	-3.05	515.39	43076.22	309.23	145.77	12926.18	0	10162	254.95	230.49	71624.04
elk-115	772211	4997918	16	0.28	-2.94	230.49	41873.81	938.42	1131.92	14206.8	0	10229.4	125	90.14	70349.99
elk-115	772361	4998099.5	16	0.44	-1.88	375	42038.41	710.63	905.88	14022.84	0	10240.24	55.9	206.16	70529.08
elk-115	771950	4998266	14	0.4	-2.55	391.31	42263.84	958.19	877.85	13849.93	50	9820.93	160.08	0	70719.25
elk-115	772175	4997935.5	16	0.13	-0.38	251.25	41900.48	941.08	1123.61	14183.55	0	10194.27	125	55.9	70374.32
elk-115	772281	4997863.5	16	0.55	-0.3	213.6	41818.84	919.24	1140.45	14251.89	0	10319.22	50	180.28	70302.05
elk-115	772808	4997701.5	16	1.13	-1.86	502.49	41588.65	863.13	1209.34	14429.87	0	10836.11	55.9	704.01	70117.81
elk-115	772823	4999023	20	1.75	-2.75	391.31	42880.2	100	0	13127.38	70.71	10200.28	301.04	158.11	71421.44
elk-115	772256	4997677	16	0.8	-2.48	25	41622.69	1101.14	1342.8	14193.84	0	10406.31	90.14	167.71	70100.75
elk-115	772953	4998067.5	16	0.61	-3.11	710.63	41928.88	500.62	850	14076.42	0	10767.46	145.77	645.17	70473.91
elk-115	772237	4997692	16	1.14	1.07	25	41649.35	1098.29	1330.65	14199.69	0	10371.11	125	134.63	70125.07
elk-115	771602	4998112	17	0.51	-0.52	630.97	42168.43	1353.01	929.05	14011	0	9606.02	201.56	348.21	70586.52
elk-115	771097	4998142.5	16	0.6	3.02	134.63	42262.35	1806.24	803.51	14025.62	0	9193.24	195.26	275	70629.25
elk-115	771691	4998181.5	17	0.35	-2.84	654.31	42210.14	1243.23	900.35	13950.56	0	9651.72	127.48	237.17	70638.38
elk-115	771291	4998279.5	19	0.2	2.99	313.25	42368.51	1612.45	679.15	13873.9	0	9263.5	35.36	254.95	70756.72
elk-115	771488	4998261	19	0.09	2	450.69	42326.25	1417.97	752.08	13873.47	0	9433.48	145.77	371.65	70734.76
elk-115	771444	4998185	17	0.91	-1.73	475.66	42255.78	1480.71	807	13953.94	0	9442.72	212.13	403.11	70658.95
elk-115	772157	4997914	16	0.83	-3.09	225	41877.28	976.28	1158.12	14210.23	0	10190.34	160.08	50	70348.68
elk-115	771273	4998303.5	19	0.77	2.84	291.55	42393.41	1604.88	654.31	13849.12	0	9247.47	25	230.49	70781.72
elk-115	771915	4998232.5	17	0.08	1.92	447.21	42242.61	1013.04	886	13879.17	0	9796.75	141.42	25	70693.11
elk-115	771879	4998160	17	0.68	1.29	527.38	42171.59	1083.11	946.37	13958.35	0	9803.86	182	90.14	70617.02
elk-115	771208	4998279	17	0.48	2.99	250	42375.26	1683.93	675	13884.1	0	9206.15	25	250	70755.73
elk-115	771763	4998264.5	16	1.29	-0.64	570.64	42278.98	1152.44	831.04	13868.33	0	9663.37	70.71	150	70714.87
elk-115	772818	4999003	20	1.58	2.33	369.12	42881.47	100	0	13127.88	90.14	10178.96	285.04	134.63	71420.54
elk-115	772618	4997701.5	17	1.13	3.02	328.82	41598.69	910.01	1237.44	14415.03	0	10698.16	90.14	530.33	70111.92
elk-115	772658	4998832	17	0.38	0.51	150	42716.07	145.77	125	13307.61	0	10124.23	300	25	71239.6
elk-115	772886	4999207	17	0.78	2.13	525.59	43051.25	285.04	125	12951.18	0	10174.63	261.01	254.95	71599.05
elk-115	773177	4998624.5	17	0.31	3.02	719.81	42440.34	230.49	371.65	13550	0	10701.08	25	167.71	71009.24
elk-115	772975	4998931	20	1.59	-1.97	480.88	42774.15	35.36	0	13225.59	150	10359.11	257.39	25	71326.13
elk-115	772241	4997833.5	17	1.21	-2.84	167.71	41797.28	972.43	1185.33	14279.99	0	10295.78	90.14	145.77	70275.69
elk-115	773182	4998599.5	17	1.22	-3.05	728.87	42415.36	247.49	395.28	13575	0	10714.53	35.36	190.39	70984.27
elk-115	772167	4997923.5	16	0.94	2.75	225	41877.28	976.28	1158.12	14210.23	0	10190.34	160.08	50	70348.68
elk-115	772695	4998702	17	0.01	-0.7	235.85	42588.51	152.07	226.38	13430.96	0	10234.41	235.85	90.14	71116.36
elk-115	772624	4999358.5	13	0	-0.64	553.4	43238.91	460.98	134.63	12782.07	25	9870.47	0	206.16	71765.14
elk-115	772571	4999415.5	13	0.01	-2.91	515.39	43316.54	546.01	160.08	12708.88	90.14	9789.57	0	275	71838.45
elk-115	772575	4999408.5	13	0.01	-2.48	522.02	43291.58	522.02	141.42	12733.86	90.14	9802.1	0	250	71813.46
elk-115	772576	4999415.5	13	0	0.32	515.39	43316.54	546.01	160.08	12708.88	90.14	9789.57	0	275	71838.45
elk-115	772577	4999417.5	13	0	1.23	515.39	43316.54	546.01	160.08	12708.88	90.14	9789.57	0	275	71838.45
elk-115	772581	4999417	13	0	3.14	515.39	43316.54	546.01	160.08	12708.88	90.14	9789.57	0	275	71838.45
elk-115	772577	4999417.5	13	0	-1.7	515.39	43316.54	546.01	160.08	12708.88	90.14	9789.57	0	275	71838.45
elk-115	772577	4999416.5	13	0.01	2.41	515.39	43316.54	546.01	160.08	12708.88	90.14	9789.57	0	275	71838.45
elk-115	772573	4999421	13	NA	NA	515.39	43316.54	546.01	160.08	12708.88	90.14	9789.57	0	275	71838.45
elk-163	777384	4992540	20	5.87	NA	25	36036.88	910.01	0	11127.81	55.9	14687.28	55.9	395.28	64913.95
elk-163	773322	4988298	17	1.22	-2.21	213.6	32195.27	1805.89	4011.23	8864.68	0	10203.06	632.95	1353.01	60692.65
elk-163	774533	4988145	13	0.52	-2.74	180.28	31900.49	1007.78	2848.79	9529.56	103.08	10013.3	0	965.66	60524.84
elk-163	774081	4988411	16	0.17	-2.56	111.8	32196.24	1116.36	3259.6	9605.34	0	10258.81	55.9	1285.5	60775.33
elk-163	774158	4988256	16	0.89	-1.84	125	32042.51	1150.27	3200.1	9645.37	0	10112.37	100	1294.7	60629.3
elk-163	774822	4988845	13	1.51	-3.07	90.14	32563.86	265.75	2479.54	9758.07	25	10717.39	0	627	61218.05
elk-163	773522	4987853.5	17	0.55	-3.1	35.36	31735.28	1895.06	3922.37	8913.61	0	9750.51	270.42	1457.74	60248.82
elk-163	773939	4988143	16	14.61	-2.95	106.07	31955.06	1386.09	3436.57	9404.39	0	10003.78	125	1507.48	60518.33
elk-163	760556	4982279.5	16	2.66	0.01	269.26	31251	1502.08	989	4766.62	0	11777.76	100	525	56648.77
elk-163	757911	4981144	17	11.12	-0.15	498.12	31939.88	707.11	195.26	7616.47	0	11513.14	1006.23	437.32	56335.04
elk-163	749234	4975802.5	19	1.4	-0.9	353.55	33269.38	300	1311.73	16775.17	25	1364.73	0	691.47	80457.23
elk-163	749075	4974416	13	0	3.03	469.71	31874.33	480.23	257.39	16572.21	90.14	2727.75	0	309.23	79909.67
elk-163	749075	4974419	13	0.09	-0.12	447.21	31899.16	496.24	279.51	16570.34	111.8	2704.16	0	316.23	79915.01
elk-163	749064	4974509.5	13	13.84	-1.96	395.28	31970.69	531.51	340.04	16540.03	190.39	2642.21	0	369.12	79906.63
elk-163	735966	4967209.5	13	0.16	-2.97	550	24668.87	246.22	257.39	7731.95	127.48	5764.66	0	602.08	65352.76
elk-163	736108	4967259.5	13	0.05	1.27	525	24707.29	353.55	388.1	7772.15	79.06	5907.89	0	456.21	65504.83
elk-163	736137	4967220.5	13	0.21	-2.52	500.62	24684.74	353.55	403.11	7805.45	50	5917.82	0	427.93	65525.35
elk-163	736133	4967438	13	0.33	-2.14	412.31	24886.2	520.22	378.32	7636.3	145.77	6037.49	0	471.7	65583.33
elk-163	735845	4967247	13	0.28	-2.63	485.41	24710.18	275	145.77	7645.63	152.07	5702.74	0	707.11	65262.46
elk-163	736127	4967268.5	13	0.17	-1.67	492.44	24734.52	388.91	403.11	7760.32	70.71	5941.85	0	436.61	65533.63
elk-163	736100	4967420	13	1.93	-2.07	427.2	24881.53	493.08	328.82	7614.34	190.39	5994.27	0	514.78	65534.04
elk-163	734588	4966215	16	0.37	2.48	269.26	23681.71	716.33	638.85	8138.07	0	4082.36	201.56	190.39	63801.7
